dialogue_index,face_index,image_path,frame_path,timestamp_seconds,dialogue_text,speaker,is_llm_confident,scene_number,detection_confidence,face_x,face_y,face_width,face_height,blur_score,series,season,episode,episode_code
125,0,data/GA/S01/E01/dialogue_faces/dialogue_0125_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0125_frame.png,435.38300000000004,Mmm. Kill me now.,Mr. Tony Savitch,False,7,1.0,931,234,238,345,14.288476740467127,GA,S01,E01,GAS01E01
139,0,data/GA/S01/E01/dialogue_faces/dialogue_0139_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0139_frame.png,467.446,"Okay, so I'm just gonna insert my fingers into your rectum.",Dr. George O'Malley,False,7,1.0,775,604,230,294,13.813077542600805,GA,S01,E01,GAS01E01
141,0,data/GA/S01/E01/dialogue_faces/dialogue_0141_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0141_frame.png,481.19399999999996,Out.,Patient (rectal exam),True,7,1.0,471,351,233,308,13.62872600875769,GA,S01,E01,GAS01E01
141,1,data/GA/S01/E01/dialogue_faces/dialogue_0141_face_01.png,data/GA/S01/E01/dialogue_frames/dialogue_0141_frame.png,481.19399999999996,Out.,Patient (rectal exam),True,7,1.0,1031,35,246,359,10.114664240639708,GA,S01,E01,GAS01E01
142,0,data/GA/S01/E01/dialogue_faces/dialogue_0142_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0142_frame.png,482.744,Out.,Another patient or nurse,False,7,1.0,0,0,233,324,11.390125379987863,GA,S01,E01,GAS01E01
143,0,data/GA/S01/E01/dialogue_faces/dialogue_0143_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0143_frame.png,486.22749999999996,Bet you missed a lot when you first started out.,Nurse,False,7,1.0,788,52,261,345,12.139204628753966,GA,S01,E01,GAS01E01
144,0,data/GA/S01/E01/dialogue_faces/dialogue_0144_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0144_frame.png,491.711,I twisted my ankle in talent rehearsal.,Katie Bryce,True,7,1.0,879,321,266,345,16.297863857152425,GA,S01,E01,GAS01E01
145,0,data/GA/S01/E01/dialogue_faces/dialogue_0145_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0145_frame.png,494.249,"I do rhythmic gymnastics, which is, like, really cool.",Katie Bryce,True,7,1.0,858,136,209,261,11.63277732561563,GA,S01,E01,GAS01E01
146,0,data/GA/S01/E01/dialogue_faces/dialogue_0146_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0146_frame.png,496.3985,Nobody else does it.,Katie Bryce,True,7,1.0,875,320,269,357,16.205666209645358,GA,S01,E01,GAS01E01
147,0,data/GA/S01/E01/dialogue_faces/dialogue_0147_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0147_frame.png,499.394,"And I tripped over my ribbon. And I didn't get stuck with someone this clueless,",Katie Bryce,True,7,1.0,921,136,209,283,10.847893418465382,GA,S01,E01,GAS01E01
148,0,data/GA/S01/E01/dialogue_faces/dialogue_0148_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0148_frame.png,503.025,"and that was, like, a nurse.",Katie Bryce,True,7,1.0,1000,11,337,477,15.031101082972476,GA,S01,E01,GAS01E01
149,0,data/GA/S01/E01/dialogue_faces/dialogue_0149_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0149_frame.png,505.60400000000004,You and I are gonna have so much fun together.,Katie Bryce,True,7,1.0,540,71,423,538,10.012308895415101,GA,S01,E01,GAS01E01
150,0,data/GA/S01/E01/dialogue_faces/dialogue_0150_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0150_frame.png,515.873,"This shift is a marathon, not a sprint. Eat.",Dr. Cristina Yang,False,8,1.0,801,279,297,358,13.710863449571347,GA,S01,E01,GAS01E01
151,0,data/GA/S01/E01/dialogue_faces/dialogue_0151_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0151_frame.png,517.4925000000001,I can't.,Dr. George O'Malley,False,8,1.0,881,172,273,398,13.335447580132255,GA,S01,E01,GAS01E01
154,0,data/GA/S01/E01/dialogue_faces/dialogue_0154_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0154_frame.png,524.8105,The Nazi’s a resident. I have attendings hating me.,Dr. Cristina Yang,False,8,1.0,560,237,271,360,11.622877203634944,GA,S01,E01,GAS01E01
155,0,data/GA/S01/E01/dialogue_faces/dialogue_0155_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0155_frame.png,527.094,You know Meredith is inbred?,Dr. Cristina Yang,False,8,1.0,1040,109,263,370,13.656164032259827,GA,S01,E01,GAS01E01
156,0,data/GA/S01/E01/dialogue_faces/dialogue_0156_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0156_frame.png,529.1265000000001,Like it's uncommon around here to be a doctors' parents -,Dr. Isobel Stevens,False,8,1.0,586,242,247,312,14.035975224318188,GA,S01,E01,GAS01E01
157,0,data/GA/S01/E01/dialogue_faces/dialogue_0157_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0157_frame.png,531.4794999999999,"No, royally inbred - her mother is Ellis Grey.",Dr. Cristina Yang,False,8,1.0,902,188,259,383,10.572595381499893,GA,S01,E01,GAS01E01
158,0,data/GA/S01/E01/dialogue_faces/dialogue_0158_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0158_frame.png,533.1759999999999,Shut up. The Ellis Grey?,Dr. Isobel Stevens,False,8,1.0,573,216,309,397,13.930514577834451,GA,S01,E01,GAS01E01
164,0,data/GA/S01/E01/dialogue_faces/dialogue_0164_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0164_frame.png,546.3575000000001,Talk about parental pressure.,Dr. Cristina Yang,False,8,1.0,620,222,295,389,13.40862928204594,GA,S01,E01,GAS01E01
165,0,data/GA/S01/E01/dialogue_faces/dialogue_0165_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0165_frame.png,548.1385,"God, I would kill to have Ellis Grey as a mother.",Dr. Isobel Stevens,False,8,1.0,679,252,255,329,13.861808939160321,GA,S01,E01,GAS01E01
166,0,data/GA/S01/E01/dialogue_faces/dialogue_0166_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0166_frame.png,550.1665,I'd kill to be Ellis Grey.,Dr. Cristina Yang,False,8,1.0,1248,425,266,389,14.974400799962716,GA,S01,E01,GAS01E01
167,0,data/GA/S01/E01/dialogue_faces/dialogue_0167_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0167_frame.png,551.887,All I need is one good case.,Dr. Cristina Yang,False,8,1.0,807,177,177,245,15.698698509148667,GA,S01,E01,GAS01E01
167,1,data/GA/S01/E01/dialogue_faces/dialogue_0167_face_01.png,data/GA/S01/E01/dialogue_frames/dialogue_0167_frame.png,551.887,All I need is one good case.,Dr. Cristina Yang,False,8,1.0,989,707,217,314,10.162893827838031,GA,S01,E01,GAS01E01
168,0,data/GA/S01/E01/dialogue_faces/dialogue_0168_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0168_frame.png,555.3675000000001,Katie Bryce is a pain in the ass.,Dr. Alex Karev,False,9,1.0,885,166,211,267,15.488534958623887,GA,S01,E01,GAS01E01
169,0,data/GA/S01/E01/dialogue_faces/dialogue_0169_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0169_frame.png,558.5274999999999,"If I hadn't taken the hippocratic oath, I'd Kevorkian her with my bare hands.",Dr. Alex Karev,False,9,1.0,683,250,206,265,17.128340966991573,GA,S01,E01,GAS01E01
170,0,data/GA/S01/E01/dialogue_faces/dialogue_0170_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0170_frame.png,562.4165,What?,Dr. George O'Malley,False,9,1.0,689,223,206,273,16.165989445103538,GA,S01,E01,GAS01E01
172,0,data/GA/S01/E01/dialogue_faces/dialogue_0172_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0172_frame.png,568.829,"It's posted, but I thought I'd share the good news personally.",Dr. Miranda Bailey,True,9,1.0,678,152,239,355,12.823057574194138,GA,S01,E01,GAS01E01
174,0,data/GA/S01/E01/dialogue_faces/dialogue_0174_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0174_frame.png,575.684,is reserved for the intern that shows the most promise.,Dr. Miranda Bailey,True,9,1.0,1637,59,233,307,16.031266569009414,GA,S01,E01,GAS01E01
174,1,data/GA/S01/E01/dialogue_faces/dialogue_0174_face_01.png,data/GA/S01/E01/dialogue_frames/dialogue_0174_frame.png,575.684,is reserved for the intern that shows the most promise.,Dr. Miranda Bailey,True,9,1.0,847,129,243,357,11.999050949893144,GA,S01,E01,GAS01E01
175,0,data/GA/S01/E01/dialogue_faces/dialogue_0175_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0175_frame.png,579.2255,"As I'm running the O.R. today, I get to make that choice.",Dr. Miranda Bailey,True,9,1.0,648,249,244,348,11.64684105194125,GA,S01,E01,GAS01E01
176,0,data/GA/S01/E01/dialogue_faces/dialogue_0176_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0176_frame.png,583.6669999999999,George O’Malley.,Dr. Miranda Bailey,True,9,1.0,481,8,206,305,8.064152973278631,GA,S01,E01,GAS01E01
178,0,data/GA/S01/E01/dialogue_faces/dialogue_0178_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0178_frame.png,586.394,You'll scrub in for an appendectomy this afternoon.,Dr. Miranda Bailey,True,9,1.0,1603,56,233,314,15.943440493290836,GA,S01,E01,GAS01E01
178,1,data/GA/S01/E01/dialogue_faces/dialogue_0178_face_01.png,data/GA/S01/E01/dialogue_frames/dialogue_0178_frame.png,586.394,You'll scrub in for an appendectomy this afternoon.,Dr. Miranda Bailey,True,9,1.0,824,142,253,380,16.70260914602725,GA,S01,E01,GAS01E01
180,0,data/GA/S01/E01/dialogue_faces/dialogue_0180_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0180_frame.png,589.341,Enjoy it.,Dr. Alex Karev,False,9,1.0,56,473,220,342,8.52059623845455,GA,S01,E01,GAS01E01
186,0,data/GA/S01/E01/dialogue_faces/dialogue_0186_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0186_frame.png,609.511,"Terrorize one, and the rest fall in line.",Dr. Alex Karev,False,9,1.0,884,73,171,243,13.506635391718653,GA,S01,E01,GAS01E01
192,0,data/GA/S01/E01/dialogue_faces/dialogue_0192_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0192_frame.png,624.1565,Will she be all right?,Mr. Bryce,False,9,1.0,676,83,292,387,16.921949426944586,GA,S01,E01,GAS01E01
193,0,data/GA/S01/E01/dialogue_faces/dialogue_0193_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0193_frame.png,627.0275,Our doctor at home said that she might need an operation. Is that true?,Mr. Bryce,False,9,1.0,1189,52,211,295,14.504761001599798,GA,S01,E01,GAS01E01
194,0,data/GA/S01/E01/dialogue_faces/dialogue_0194_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0194_frame.png,629.745,What kind of operation?,Mr. Bryce,False,9,1.0,845,91,210,279,21.733660674129993,GA,S01,E01,GAS01E01
195,0,data/GA/S01/E01/dialogue_faces/dialogue_0195_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0195_frame.png,631.5965,"She's, um - well...",Dr. Meredith Grey,False,9,1.0,955,83,211,286,20.690147220394184,GA,S01,E01,GAS01E01
196,0,data/GA/S01/E01/dialogue_faces/dialogue_0196_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0196_frame.png,634.6510000000001,You know what? I'm not the doctor.,Dr. Meredith Grey,False,9,1.0,840,123,215,273,20.528780967663014,GA,S01,E01,GAS01E01
197,0,data/GA/S01/E01/dialogue_faces/dialogue_0197_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0197_frame.png,638.4214999999999,"I'm a doctor, but I'm not Katie's doctor, so I'll go get him for you.",Dr. Meredith Grey,False,9,1.0,806,95,212,263,20.37030807885088,GA,S01,E01,GAS01E01
207,0,data/GA/S01/E01/dialogue_faces/dialogue_0207_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0207_frame.png,686.441,"What never happened - you sleeping with me last night, or you throwing me out this morning?",,,10,1.0,672,63,214,309,15.101895941278796,GA,S01,E01,GAS01E01
208,0,data/GA/S01/E01/dialogue_faces/dialogue_0208_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0208_frame.png,689.5595000000001,Because both are fond memories I'd like to hold onto.,,,10,1.0,591,106,223,304,13.943751240023722,GA,S01,E01,GAS01E01
209,0,data/GA/S01/E01/dialogue_faces/dialogue_0209_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0209_frame.png,691.9504999999999,"No, there will be no memories.",,,10,1.0,839,202,407,540,10.953922474402477,GA,S01,E01,GAS01E01
210,0,data/GA/S01/E01/dialogue_faces/dialogue_0210_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0210_frame.png,694.6865,"I'm not the girl in the bar anymore, and you're not the guy.",,,10,1.0,857,221,400,539,10.462465094205212,GA,S01,E01,GAS01E01
211,0,data/GA/S01/E01/dialogue_faces/dialogue_0211_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0211_frame.png,696.852,This can't exist.,,,10,1.0,471,111,376,521,8.925880260575891,GA,S01,E01,GAS01E01
212,0,data/GA/S01/E01/dialogue_faces/dialogue_0212_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0212_frame.png,698.274,"You get that, right?",,,10,1.0,944,260,404,545,11.318640424369935,GA,S01,E01,GAS01E01
213,0,data/GA/S01/E01/dialogue_faces/dialogue_0213_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0213_frame.png,700.191,"You took advantage of me, and now you want to forget about it.",,,10,1.0,467,107,378,535,9.026375136802713,GA,S01,E01,GAS01E01
214,0,data/GA/S01/E01/dialogue_faces/dialogue_0214_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0214_frame.png,702.7785,"I was drunk, vulnerable, and good-looking, and you took advantage.",,,10,1.0,501,124,353,498,9.240113796441783,GA,S01,E01,GAS01E01
215,0,data/GA/S01/E01/dialogue_faces/dialogue_0215_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0215_frame.png,705.775,"Okay, I was the one who was drunk, and you are not that good-looking.",,,10,1.0,900,182,422,561,8.259260777333207,GA,S01,E01,GAS01E01
216,0,data/GA/S01/E01/dialogue_faces/dialogue_0216_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0216_frame.png,708.018,Maybe not today.,,,10,1.0,1003,167,428,572,10.270679174365315,GA,S01,E01,GAS01E01
218,0,data/GA/S01/E01/dialogue_faces/dialogue_0218_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0218_frame.png,713.2945,I did not take advantage.,,,10,1.0,1226,69,378,516,9.94887882314857,GA,S01,E01,GAS01E01
218,1,data/GA/S01/E01/dialogue_faces/dialogue_0218_face_01.png,data/GA/S01/E01/dialogue_frames/dialogue_0218_frame.png,713.2945,I did not take advantage.,,,10,0.99,229,268,344,548,5.952619258840325,GA,S01,E01,GAS01E01
219,0,data/GA/S01/E01/dialogue_faces/dialogue_0219_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0219_frame.png,714.952,"Want to take advantage again - say, friday night?",,,10,1.0,1132,47,455,633,8.655917427169268,GA,S01,E01,GAS01E01
220,0,data/GA/S01/E01/dialogue_faces/dialogue_0220_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0220_frame.png,718.0554999999999,No.,,,10,1.0,508,35,393,581,10.560355328230445,GA,S01,E01,GAS01E01
221,0,data/GA/S01/E01/dialogue_faces/dialogue_0221_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0221_frame.png,720.989,"You're an attending, and I'm your intern.",,,10,1.0,490,53,406,572,10.841932219139494,GA,S01,E01,GAS01E01
222,0,data/GA/S01/E01/dialogue_faces/dialogue_0222_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0222_frame.png,723.9105,Stop looking at me like that.,,,10,1.0,873,73,447,630,11.478992966110882,GA,S01,E01,GAS01E01
223,0,data/GA/S01/E01/dialogue_faces/dialogue_0223_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0223_frame.png,725.3685,Like what?,,,10,1.0,965,89,446,593,10.594825276619089,GA,S01,E01,GAS01E01
224,0,data/GA/S01/E01/dialogue_faces/dialogue_0224_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0224_frame.png,726.491,Like you've seen me naked.,,,10,1.0,572,161,390,573,11.73899729280531,GA,S01,E01,GAS01E01
225,0,data/GA/S01/E01/dialogue_faces/dialogue_0225_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0225_frame.png,730.3845,"Dr. Shepherd, this is inappropriate.",,,10,1.0,535,172,379,548,11.500856851123599,GA,S01,E01,GAS01E01
226,0,data/GA/S01/E01/dialogue_faces/dialogue_0226_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0226_frame.png,733.6155,Has that ever occurred to you?,,,10,1.0,842,291,510,734,5.240402054100331,GA,S01,E01,GAS01E01
231,0,data/GA/S01/E01/dialogue_faces/dialogue_0231_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0231_frame.png,750.274,He's all about the flop sweat. He's gonna sweat himself unsterile.,Dr. Isobel Stevens,False,11,1.0,733,218,258,270,12.199092769610903,GA,S01,E01,GAS01E01
231,1,data/GA/S01/E01/dialogue_faces/dialogue_0231_face_01.png,data/GA/S01/E01/dialogue_frames/dialogue_0231_frame.png,750.274,He's all about the flop sweat. He's gonna sweat himself unsterile.,Dr. Isobel Stevens,False,11,1.0,1105,153,198,284,13.572963495455586,GA,S01,E01,GAS01E01
232,0,data/GA/S01/E01/dialogue_faces/dialogue_0232_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0232_frame.png,752.442,10 bucks says he messes up the Mcburney.,Dr. Cristina Yang,False,11,1.0,0,493,196,345,13.416121312151203,GA,S01,E01,GAS01E01
232,1,data/GA/S01/E01/dialogue_faces/dialogue_0232_face_01.png,data/GA/S01/E01/dialogue_frames/dialogue_0232_frame.png,752.442,10 bucks says he messes up the Mcburney.,Dr. Cristina Yang,False,11,1.0,438,580,198,298,16.53498379807261,GA,S01,E01,GAS01E01
233,0,data/GA/S01/E01/dialogue_faces/dialogue_0233_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0233_frame.png,753.722,$15 says he cries.,Dr. Isobel Stevens,False,11,1.0,501,448,192,280,12.627372978236581,GA,S01,E01,GAS01E01
233,1,data/GA/S01/E01/dialogue_faces/dialogue_0233_face_01.png,data/GA/S01/E01/dialogue_frames/dialogue_0233_frame.png,753.722,$15 says he cries.,Dr. Isobel Stevens,False,11,1.0,46,353,242,362,9.577200297962886,GA,S01,E01,GAS01E01
234,0,data/GA/S01/E01/dialogue_faces/dialogue_0234_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0234_frame.png,754.8710000000001,I'll put $20 on a total meltdown.,Dr. Alex Karev,False,11,1.0,43,0,219,273,11.822859556201772,GA,S01,E01,GAS01E01
234,1,data/GA/S01/E01/dialogue_faces/dialogue_0234_face_01.png,data/GA/S01/E01/dialogue_frames/dialogue_0234_frame.png,754.8710000000001,I'll put $20 on a total meltdown.,Dr. Alex Karev,False,11,1.0,409,24,202,290,15.42287183712048,GA,S01,E01,GAS01E01
236,0,data/GA/S01/E01/dialogue_faces/dialogue_0236_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0236_frame.png,761.8779999999999,"That's one of us down there, the first one of us.",Dr. Meredith Grey,False,11,1.0,345,351,211,291,12.913902604335044,GA,S01,E01,GAS01E01
236,1,data/GA/S01/E01/dialogue_faces/dialogue_0236_face_01.png,data/GA/S01/E01/dialogue_frames/dialogue_0236_frame.png,761.8779999999999,"That's one of us down there, the first one of us.",Dr. Meredith Grey,False,11,1.0,1404,221,228,295,11.559063847873142,GA,S01,E01,GAS01E01
236,2,data/GA/S01/E01/dialogue_faces/dialogue_0236_face_02.png,data/GA/S01/E01/dialogue_frames/dialogue_0236_frame.png,761.8779999999999,"That's one of us down there, the first one of us.",Dr. Meredith Grey,False,11,1.0,695,133,381,514,14.354409133014874,GA,S01,E01,GAS01E01
237,0,data/GA/S01/E01/dialogue_faces/dialogue_0237_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0237_frame.png,764.5905,Where's your loyalty?,Dr. Isobel Stevens,False,11,1.0,355,334,232,298,12.63603353596758,GA,S01,E01,GAS01E01
237,1,data/GA/S01/E01/dialogue_faces/dialogue_0237_face_01.png,data/GA/S01/E01/dialogue_frames/dialogue_0237_frame.png,764.5905,Where's your loyalty?,Dr. Isobel Stevens,False,11,1.0,1309,254,234,297,11.427791508384173,GA,S01,E01,GAS01E01
237,2,data/GA/S01/E01/dialogue_faces/dialogue_0237_face_02.png,data/GA/S01/E01/dialogue_frames/dialogue_0237_frame.png,764.5905,Where's your loyalty?,Dr. Isobel Stevens,False,11,1.0,734,147,388,514,13.297710540582008,GA,S01,E01,GAS01E01
238,0,data/GA/S01/E01/dialogue_faces/dialogue_0238_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0238_frame.png,769.287,- $75 says he can't even I.D. the appendix. - I'll take that action.,Cristina Yang and Alex Karev,False,11,1.0,15,0,187,233,15.694607451846208,GA,S01,E01,GAS01E01
240,0,data/GA/S01/E01/dialogue_faces/dialogue_0240_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0240_frame.png,775.2725,Here it comes.,Dr. Cristina Yang,False,11,1.0,1397,240,248,292,14.619833621784998,GA,S01,E01,GAS01E01
240,1,data/GA/S01/E01/dialogue_faces/dialogue_0240_face_01.png,data/GA/S01/E01/dialogue_frames/dialogue_0240_frame.png,775.2725,Here it comes.,Dr. Cristina Yang,False,11,1.0,723,169,411,526,10.961100656946636,GA,S01,E01,GAS01E01
240,2,data/GA/S01/E01/dialogue_faces/dialogue_0240_face_02.png,data/GA/S01/E01/dialogue_frames/dialogue_0240_frame.png,775.2725,Here it comes.,Dr. Cristina Yang,False,11,1.0,446,342,209,295,16.49113673858225,GA,S01,E01,GAS01E01
244,0,data/GA/S01/E01/dialogue_faces/dialogue_0244_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0244_frame.png,793.7945,More pressure.,Dr. Preston Burke,True,11,1.0,1190,117,202,268,35.42479055158483,GA,S01,E01,GAS01E01
244,1,data/GA/S01/E01/dialogue_faces/dialogue_0244_face_01.png,data/GA/S01/E01/dialogue_frames/dialogue_0244_frame.png,793.7945,More pressure.,Dr. Preston Burke,True,11,1.0,684,256,217,287,26.734769609063783,GA,S01,E01,GAS01E01
245,0,data/GA/S01/E01/dialogue_faces/dialogue_0245_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0245_frame.png,795.7505,The human flesh is a tough shell. Dig in.,Dr. Preston Burke,True,11,1.0,722,244,214,285,27.32569317621607,GA,S01,E01,GAS01E01
251,0,data/GA/S01/E01/dialogue_faces/dialogue_0251_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0251_frame.png,819.587,"Damn, he got the peritoneum open. I'm out.",Dr. Alex Karev,False,11,1.0,1125,182,219,265,20.301187767322883,GA,S01,E01,GAS01E01
251,1,data/GA/S01/E01/dialogue_faces/dialogue_0251_face_01.png,data/GA/S01/E01/dialogue_frames/dialogue_0251_frame.png,819.587,"Damn, he got the peritoneum open. I'm out.",Dr. Alex Karev,False,11,1.0,438,148,228,294,19.132780843443307,GA,S01,E01,GAS01E01
251,2,data/GA/S01/E01/dialogue_faces/dialogue_0251_face_02.png,data/GA/S01/E01/dialogue_frames/dialogue_0251_frame.png,819.587,"Damn, he got the peritoneum open. I'm out.",Dr. Alex Karev,False,11,1.0,146,104,188,263,15.170053533043045,GA,S01,E01,GAS01E01
252,0,data/GA/S01/E01/dialogue_faces/dialogue_0252_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0252_frame.png,821.566,I told you - he's gonna pull it off.,Dr. Isobel Stevens,False,11,1.0,1227,197,231,289,15.068168939866835,GA,S01,E01,GAS01E01
252,1,data/GA/S01/E01/dialogue_faces/dialogue_0252_face_01.png,data/GA/S01/E01/dialogue_frames/dialogue_0252_frame.png,821.566,I told you - he's gonna pull it off.,Dr. Isobel Stevens,False,11,1.0,947,181,174,248,12.388458126149025,GA,S01,E01,GAS01E01
252,2,data/GA/S01/E01/dialogue_faces/dialogue_0252_face_02.png,data/GA/S01/E01/dialogue_frames/dialogue_0252_frame.png,821.566,I told you - he's gonna pull it off.,Dr. Isobel Stevens,False,11,1.0,555,187,358,478,12.346205408274036,GA,S01,E01,GAS01E01
258,0,data/GA/S01/E01/dialogue_faces/dialogue_0258_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0258_frame.png,844.6005,Now all you have to do is invert the stump into the cecum,Dr. Preston Burke,True,11,1.0,564,188,481,577,19.039918643121574,GA,S01,E01,GAS01E01
259,0,data/GA/S01/E01/dialogue_faces/dialogue_0259_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0259_frame.png,849.2090000000001,"and simultaneously pull up on the purse strings,",Dr. Preston Burke,True,11,1.0,1469,115,240,288,14.583157299934927,GA,S01,E01,GAS01E01
259,1,data/GA/S01/E01/dialogue_faces/dialogue_0259_face_01.png,data/GA/S01/E01/dialogue_frames/dialogue_0259_frame.png,849.2090000000001,"and simultaneously pull up on the purse strings,",Dr. Preston Burke,True,11,1.0,1157,82,168,251,12.608712981772669,GA,S01,E01,GAS01E01
259,2,data/GA/S01/E01/dialogue_faces/dialogue_0259_face_02.png,data/GA/S01/E01/dialogue_frames/dialogue_0259_frame.png,849.2090000000001,"and simultaneously pull up on the purse strings,",Dr. Preston Burke,True,11,1.0,789,148,353,462,10.944660956707661,GA,S01,E01,GAS01E01
262,0,data/GA/S01/E01/dialogue_faces/dialogue_0262_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0262_frame.png,857.367,You ripped the cecum.,Dr. Preston Burke,True,11,1.0,1566,234,273,421,9.550884785422012,GA,S01,E01,GAS01E01
262,1,data/GA/S01/E01/dialogue_faces/dialogue_0262_face_01.png,data/GA/S01/E01/dialogue_frames/dialogue_0262_frame.png,857.367,You ripped the cecum.,Dr. Preston Burke,True,11,1.0,857,83,342,543,12.459212330798495,GA,S01,E01,GAS01E01
267,0,data/GA/S01/E01/dialogue_faces/dialogue_0267_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0267_frame.png,867.7764999999999,for those purse strings before she bleeds to death.,Dr. Preston Burke,True,11,1.0,1068,171,370,502,13.456022190326115,GA,S01,E01,GAS01E01
270,0,data/GA/S01/E01/dialogue_faces/dialogue_0270_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0270_frame.png,872.6225,He's choking.,Dr. Cristina Yang,False,11,1.0,1070,281,402,527,9.558296383257566,GA,S01,E01,GAS01E01
270,1,data/GA/S01/E01/dialogue_faces/dialogue_0270_face_01.png,data/GA/S01/E01/dialogue_frames/dialogue_0270_frame.png,872.6225,He's choking.,Dr. Cristina Yang,False,11,1.0,608,158,228,334,21.803417941238486,GA,S01,E01,GAS01E01
271,0,data/GA/S01/E01/dialogue_faces/dialogue_0271_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0271_frame.png,873.8050000000001,"Come on, George.",Dr. Isobel Stevens,False,11,1.0,1402,225,243,308,12.91289041063971,GA,S01,E01,GAS01E01
271,1,data/GA/S01/E01/dialogue_faces/dialogue_0271_face_01.png,data/GA/S01/E01/dialogue_frames/dialogue_0271_frame.png,873.8050000000001,"Come on, George.",Dr. Isobel Stevens,False,11,1.0,403,285,227,296,12.980431243287825,GA,S01,E01,GAS01E01
